id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,273275,1014,1040,472,1007,1296.0,1248.0,1.0231045484542847,0.976443886756897,0,0,3072,2048
1,115028,2370,1623,395,424,2448.0,1888.0,1.0091650485992432,0.9828375577926636,0,0,3072,2048
2,32284,1287,1924,335,123,1584.0,2016.0,1.0076558589935303,0.9928115010261536,0,0,3072,2048
3,167422,1010,1047,478,660,1392.0,1632.0,1.00740385055542,0.9837873578071594,0,0,3072,2048
4,82292,1108,1649,345,398,1200.0,1888.0,1.0063490867614746,0.9868546724319458,0,0,3072,2048
5,46909,2166,1722,232,325,2256.0,1824.0,1.005353569984436,0.9884282946586609,0,0,3072,2048
6,171805,2369,1398,393,649,2544.0,1760.0,1.0044121742248535,0.9884398579597473,0,0,3072,2048
7,246082,2047,1092,436,955,2256.0,1696.0,0.9999555349349976,0.980400025844574,0,0,3072,2048
8,203510,623,1238,503,748,816.0,1312.0,0.9993166923522949,0.9786338210105896,0,0,3072,2048
9,27447,2461,1399,221,196,2640.0,1504.0,0.9990366697311401,0.9869006872177124,0,0,3072,2048
10,10814,0,808,106,132,48.0,928.0,0.9966710805892944,0.9849527478218079,0,0,3072,2048
11,165786,1452,1423,397,624,1680.0,1760.0,0.9966002702713013,0.9843184947967529,0,0,3072,2048
12,8015,559,1931,99,100,624.0,1952.0,0.9958371520042419,0.9919204711914062,0,0,3072,2048
13,75268,2674,1643,397,404,2928.0,1952.0,0.9949541091918945,0.959412693977356,0,0,3072,2048
14,27491,1507,1424,212,218,1680.0,1568.0,0.994457483291626,0.9870993494987488,0,0,3072,2048
15,128187,2506,1261,433,538,2832.0,1376.0,0.9941834807395935,0.984936535358429,0,0,3072,2048
16,129879,2043,1214,447,546,2352.0,1632.0,0.9940593242645264,0.957321047782898,0,0,3072,2048
17,42668,897,1059,230,287,912.0,1248.0,0.9928529262542725,0.9838500022888184,0,0,3072,2048
18,41541,2902,1283,161,394,2928.0,1504.0,0.9928421378135681,0.9811694025993347,0,0,3072,2048
19,21100,88,1806,129,241,144.0,1952.0,0.9928233027458191,0.9899570941925049,0,0,3072,2048
20,26378,29,1334,152,220,144.0,1440.0,0.9918500781059265,0.9875385761260986,0,0,3072,2048
21,35126,2669,1868,402,179,2928.0,1952.0,0.9910326600074768,0.9862870573997498,0,0,3072,2048
22,161548,2506,1105,432,835,2640.0,1312.0,0.9905155897140503,0.9700952172279358,0,0,3072,2048
23,21381,2935,1639,136,195,3024.0,1760.0,0.9903976917266846,0.9880996942520142,0,0,3072,2048
24,82196,0,1213,244,601,144.0,1440.0,0.990257978439331,0.9804863929748535,0,0,3072,2048
25,41915,0,1492,163,479,48.0,1632.0,0.9885168075561523,0.9900304079055786,0,0,3072,2048
26,30854,1891,1243,129,401,1968.0,1312.0,0.9867807626724243,0.985748291015625,0,0,3072,2048
27,18715,546,1623,243,163,624.0,1696.0,0.9862671494483948,0.9846211075782776,0,0,3072,2048
28,57816,851,932,273,413,912.0,1248.0,0.9861297607421875,0.9743077754974365,0,0,3072,2048
29,69915,1619,948,327,359,1776.0,1120.0,0.9851232171058655,0.9780390858650208,0,0,3072,2048
30,15061,1610,1888,110,159,1680.0,2016.0,0.9849904775619507,0.9839314818382263,0,0,3072,2048
31,46844,224,1313,231,442,240.0,1568.0,0.9842330813407898,0.9758314490318298,0,0,3072,2048
32,113898,1451,1618,398,429,1680.0,1760.0,0.9831156730651855,0.9857181310653687,0,0,3072,2048
33,9425,226,842,119,103,336.0,928.0,0.9827492833137512,0.9825171232223511,0,0,3072,2048
34,248584,624,949,499,1098,912.0,1824.0,0.982501745223999,0.968627393245697,0,0,3072,2048
35,278858,258,1320,582,727,528.0,1888.0,0.9824116230010986,0.9840236306190491,0,0,3072,2048
36,26595,0,1723,163,324,144.0,1824.0,0.9823837876319885,0.9860711693763733,0,0,3072,2048
37,31017,1891,1026,129,619,1968.0,1568.0,0.981931746006012,0.9841112494468689,0,0,3072,2048
38,108468,2846,848,225,829,2928.0,1504.0,0.9810235500335693,0.9657254815101624,0,0,3072,2048
39,4583,54,1014,102,65,144.0,1056.0,0.9805719256401062,0.9878630042076111,0,0,3072,2048
40,5342,2805,1778,82,82,2832.0,1824.0,0.9797009825706482,0.9873441457748413,0,0,3072,2048
41,6982,1702,1657,91,119,1776.0,1696.0,0.9795964360237122,0.9869206547737122,0,0,3072,2048
42,157018,190,783,261,995,336.0,1056.0,0.9795335531234741,0.9626513123512268,0,0,3072,2048
43,3770,2984,1684,87,55,3024.0,1696.0,0.9792203903198242,0.9852437376976013,0,0,3072,2048
44,133420,424,1585,390,462,528.0,1952.0,0.9789475798606873,0.9750528931617737,0,0,3072,2048
45,14706,1194,1116,136,138,1200.0,1184.0,0.9784517884254456,0.9808921217918396,0,0,3072,2048
46,9167,851,930,121,91,912.0,928.0,0.9776033163070679,0.9775474667549133,0,0,3072,2048
47,29765,1579,1175,176,231,1680.0,1248.0,0.9770866632461548,0.9844734072685242,0,0,3072,2048
48,19940,215,1306,226,130,240.0,1376.0,0.9770503640174866,0.984521210193634,0,0,3072,2048
49,99665,188,915,264,521,240.0,1376.0,0.9763514995574951,0.9758735299110413,0,0,3072,2048
50,42049,424,1320,256,235,624.0,1376.0,0.9761741161346436,0.9826021194458008,0,0,3072,2048
51,56556,469,1018,278,317,528.0,1248.0,0.9756373167037964,0.9773772358894348,0,0,3072,2048
52,66935,1891,877,158,798,1968.0,992.0,0.9750021696090698,0.9596959352493286,0,0,3072,2048
53,195636,0,0,543,605,240.0,160.0,0.974523663520813,0.9509531259536743,0,0,3072,2048
