id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
199,3138,941,326,66,115,976.0,400.0,0.9278268814086914,0.9621046185493469,0,0,1024,1024
200,2763,163,164,44,94,176.0,208.0,0.9276939034461975,0.9509527087211609,0,0,1024,1024
201,3615,629,656,67,269,688.0,688.0,0.92676842212677,0.960943877696991,0,0,1024,1024
202,2850,982,906,41,107,1008.0,976.0,0.9263696074485779,0.9536401033401489,0,0,1024,1024
203,3744,679,868,48,137,720.0,912.0,0.9257528781890869,0.9574803113937378,0,0,1024,1024
204,285,676,332,18,22,688.0,336.0,0.92570960521698,0.9826388955116272,0,0,1024,1024
205,2661,221,310,47,105,240.0,368.0,0.9253832101821899,0.9653008580207825,0,0,1024,1024
206,6451,804,564,166,134,848.0,624.0,0.9242016077041626,0.9527630805969238,0,0,1024,1024
207,2069,340,410,35,83,368.0,432.0,0.9231253862380981,0.9625236988067627,0,0,1024,1024
208,5624,142,157,64,101,176.0,208.0,0.9230656623840332,0.9585654735565186,0,0,1024,1024
209,758,778,284,22,45,784.0,304.0,0.922317624092102,0.9702072739601135,0,0,1024,1024
210,795,850,446,39,33,880.0,464.0,0.9219670295715332,0.9702233076095581,0,0,1024,1024
211,2637,296,343,46,94,336.0,368.0,0.9214873313903809,0.9561664462089539,0,0,1024,1024
212,831,131,324,23,51,144.0,336.0,0.9209178686141968,0.9738717079162598,0,0,1024,1024
213,914,292,306,24,50,304.0,336.0,0.9206898212432861,0.9581544995307922,0,0,1024,1024
214,1079,83,218,28,49,112.0,240.0,0.9193863868713379,0.9519056081771851,0,0,1024,1024
215,1439,56,396,30,74,80.0,432.0,0.9190532565116882,0.9679180979728699,0,0,1024,1024
216,918,258,382,38,39,272.0,400.0,0.9189479947090149,0.9698925018310547,0,0,1024,1024
217,3672,807,378,47,151,816.0,432.0,0.9187557697296143,0.9504504799842834,0,0,1024,1024
218,784,622,651,23,50,624.0,688.0,0.9182387590408325,0.9674185514450073,0,0,1024,1024
219,1312,842,383,27,61,848.0,432.0,0.9180933237075806,0.9626308083534241,0,0,1024,1024
220,4907,112,385,59,163,144.0,464.0,0.9178744554519653,0.9579178094863892,0,0,1024,1024
221,304,409,289,22,18,432.0,304.0,0.9178562760353088,0.9804560542106628,0,0,1024,1024
222,445,69,231,14,38,80.0,240.0,0.9177296161651611,0.9517543911933899,0,0,1024,1024
223,292,126,267,17,22,144.0,272.0,0.9174797534942627,0.9797979593276978,0,0,1024,1024
224,862,11,355,27,39,16.0,368.0,0.9172539114952087,0.9713959097862244,0,0,1024,1024
225,1019,869,378,28,56,880.0,400.0,0.9167124032974243,0.9729207158088684,0,0,1024,1024
226,4527,685,752,199,101,880.0,816.0,0.916425883769989,0.9689670205116272,0,0,1024,1024
227,935,1006,302,17,87,1008.0,336.0,0.9163284301757812,0.9571129679679871,0,0,1024,1024
228,672,104,310,21,41,112.0,336.0,0.9153802990913391,0.960698664188385,0,0,1024,1024
229,571,645,363,17,40,656.0,368.0,0.9153704643249512,0.9723183512687683,0,0,1024,1024
230,3563,662,656,34,124,688.0,752.0,0.9152580499649048,0.9689836502075195,0,0,1024,1024
231,2311,401,320,44,95,432.0,368.0,0.9150035381317139,0.9529016017913818,0,0,1024,1024
232,2737,283,465,43,85,304.0,528.0,0.9144876003265381,0.9647988677024841,0,0,1024,1024
233,992,790,351,30,47,816.0,368.0,0.9136797189712524,0.9583746194839478,0,0,1024,1024
234,1669,399,520,44,56,432.0,528.0,0.913414716720581,0.9711255431175232,0,0,1024,1024
235,256,491,678,16,26,496.0,688.0,0.9133947491645813,0.9578543901443481,0,0,1024,1024
236,231,938,265,15,19,944.0,272.0,0.9127776026725769,0.9826839566230774,0,0,1024,1024
237,1102,792,847,25,75,816.0,848.0,0.9124180674552917,0.9722222089767456,0,0,1024,1024
238,1093,774,459,39,53,784.0,496.0,0.9118058085441589,0.9578096866607666,0,0,1024,1024
239,319,584,259,15,30,592.0,272.0,0.9117275476455688,0.9692307710647583,0,0,1024,1024
240,2051,365,938,79,85,432.0,976.0,0.9114556312561035,0.954023003578186,0,0,1024,1024
241,1024,68,327,30,44,80.0,336.0,0.9110296964645386,0.9729990363121033,0,0,1024,1024
242,11357,73,626,78,280,80.0,752.0,0.9109278917312622,0.9548730254173279,0,0,1024,1024
243,2934,367,285,47,116,400.0,336.0,0.9103825092315674,0.9612558484077454,0,0,1024,1024
244,1726,930,324,39,80,944.0,368.0,0.9097566604614258,0.9601366519927979,0,0,1024,1024
245,266,97,269,17,18,112.0,272.0,0.909338116645813,0.9814814925193787,0,0,1024,1024
246,855,570,383,31,47,592.0,400.0,0.9093160033226013,0.970080554485321,0,0,1024,1024
247,1210,663,374,59,131,720.0,496.0,0.9091880321502686,0.954143226146698,0,0,1024,1024
248,3096,222,870,39,153,240.0,880.0,0.909050703048706,0.9697741270065308,0,0,1024,1024
249,4110,682,585,102,280,720.0,624.0,0.9085376262664795,0.953433096408844,0,0,1024,1024
250,1220,747,294,23,69,752.0,304.0,0.9083516597747803,0.9648281335830688,0,0,1024,1024
251,555,266,363,28,33,272.0,368.0,0.9082604050636292,0.9680284261703491,0,0,1024,1024
252,1236,989,443,29,61,1008.0,464.0,0.9075559973716736,0.9565903544425964,0,0,1024,1024
253,2060,219,341,49,75,240.0,368.0,0.906835675239563,0.9708133935928345,0,0,1024,1024
254,1095,526,560,47,56,528.0,592.0,0.9044165015220642,0.9597135186195374,0,0,1024,1024
255,300,519,263,16,26,528.0,272.0,0.9043031334877014,0.9701986908912659,0,0,1024,1024
256,273,103,299,20,20,112.0,304.0,0.9040021896362305,0.9711191058158875,0,0,1024,1024
257,650,409,289,23,35,432.0,304.0,0.9031270742416382,0.965309202671051,0,0,1024,1024
258,624,702,351,24,40,720.0,368.0,0.9030949473381042,0.9684542417526245,0,0,1024,1024
259,1700,410,410,38,69,432.0,464.0,0.9026758074760437,0.9607843160629272,0,0,1024,1024
260,1338,212,388,31,62,240.0,432.0,0.902572512626648,0.9575402736663818,0,0,1024,1024
261,454,188,360,24,23,208.0,368.0,0.9025647640228271,0.9718614816665649,0,0,1024,1024
262,2565,492,584,35,119,496.0,688.0,0.9025207757949829,0.9603809714317322,0,0,1024,1024
263,16611,63,426,87,292,112.0,496.0,0.9021413326263428,0.9663100838661194,0,0,1024,1024
264,1138,300,281,42,71,336.0,336.0,0.9021409749984741,0.9671564102172852,0,0,1024,1024
265,745,338,346,31,29,368.0,368.0,0.902000904083252,0.9656538963317871,0,0,1024,1024
266,10662,142,156,183,102,176.0,240.0,0.9003397226333618,0.9541418552398682,0,0,1024,1024
267,677,704,275,20,40,720.0,304.0,0.9000887870788574,0.9607558250427246,0,0,1024,1024
268,385,617,322,24,20,624.0,336.0,0.8999767899513245,0.9643765687942505,0,0,1024,1024
269,561,634,310,23,48,656.0,336.0,0.8997445702552795,0.9616724848747253,0,0,1024,1024
270,508,7,323,15,52,16.0,336.0,0.8990820050239563,0.9746588468551636,0,0,1024,1024
271,1598,25,409,36,69,48.0,432.0,0.8983206748962402,0.9571078419685364,0,0,1024,1024
272,2904,774,434,48,81,816.0,464.0,0.8982402086257935,0.9596231579780579,0,0,1024,1024
273,920,982,915,41,35,1008.0,944.0,0.897792398929596,0.9521785378456116,0,0,1024,1024
274,2530,467,328,43,114,496.0,336.0,0.897050142288208,0.9585913419723511,0,0,1024,1024
275,196,746,267,13,16,752.0,272.0,0.896972119808197,0.9848484992980957,0,0,1024,1024
276,1299,846,207,24,88,848.0,240.0,0.8967394828796387,0.955538809299469,0,0,1024,1024
277,540,390,329,15,47,400.0,336.0,0.8964087963104248,0.9584086537361145,0,0,1024,1024
278,282,523,526,15,26,528.0,528.0,0.895246684551239,0.9618055820465088,0,0,1024,1024
279,2600,884,484,41,81,912.0,528.0,0.8946970701217651,0.9611467123031616,0,0,1024,1024
280,830,930,360,33,43,944.0,368.0,0.893222987651825,0.9624853730201721,0,0,1024,1024
281,317,746,267,15,27,752.0,272.0,0.892561674118042,0.96875,0,0,1024,1024
282,1408,361,397,48,45,400.0,432.0,0.8920966982841492,0.9554007053375244,0,0,1024,1024
283,1191,177,359,36,50,208.0,368.0,0.889042854309082,0.9517185091972351,0,0,1024,1024
284,982,440,352,32,48,464.0,368.0,0.8889745473861694,0.9768611788749695,0,0,1024,1024
285,447,0,255,19,32,16.0,272.0,0.8886088132858276,0.9669603705406189,0,0,1024,1024
286,641,876,551,37,50,880.0,560.0,0.8874579668045044,0.9708141088485718,0,0,1024,1024
287,565,792,350,28,28,816.0,368.0,0.8871641755104065,0.9670710563659668,0,0,1024,1024
288,284,465,186,12,29,464.0,208.0,0.8866469264030457,0.9550173282623291,0,0,1024,1024
289,342,649,286,19,23,656.0,304.0,0.8861530423164368,0.9626436829566956,0,0,1024,1024
290,554,258,400,20,41,272.0,432.0,0.8860536813735962,0.9609236121177673,0,0,1024,1024
291,2364,679,868,40,95,688.0,944.0,0.8847271203994751,0.9566473960876465,0,0,1024,1024
292,529,386,304,20,29,400.0,304.0,0.8841884136199951,0.9720670580863953,0,0,1024,1024
293,573,449,392,26,33,464.0,400.0,0.8833816647529602,0.9654576778411865,0,0,1024,1024
294,1082,967,297,28,60,976.0,336.0,0.8828332424163818,0.9628623127937317,0,0,1024,1024
295,1154,364,956,19,67,368.0,1008.0,0.8817133903503418,0.971746563911438,0,0,1024,1024
296,2636,97,299,40,101,112.0,368.0,0.8816149234771729,0.9508862495422363,0,0,1024,1024
297,1029,866,371,59,70,912.0,400.0,0.8815488815307617,0.9527410268783569,0,0,1024,1024
298,776,191,328,26,38,208.0,336.0,0.8810393810272217,0.963244616985321,0,0,1024,1024
